Event	ID	Name			Wwise Object Path	Notes
	791019152	emit_wave			\Default Work Unit\emit_wave	
	1562304622	play_ambient			\Default Work Unit\play_ambient	
	1840284572	listen_wave			\Default Work Unit\listen_wave	
	2062355390	player3_step			\Default Work Unit\player3_step	
	2345449353	player2_step			\Default Work Unit\player2_step	
	2932040671	play_music			\Default Work Unit\play_music	
	3235708380	player1_step			\Default Work Unit\player1_step	

State Group	ID	Name			Wwise Object Path	Notes
	1675162649	player1_state			\Default Work Unit\player1_state	

State	ID	Name	State Group			Notes
	748895195	None	player1_state			
	2165475990	isBob	player1_state			
	3013609521	isSlasher	player1_state			
	3354824903	isAlice	player1_state			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2029976456	player1_to_2_distance			\Default Work Unit\player1_to_2_distance	
	3092056143	player1_to_3_distance			\Default Work Unit\player1_to_3_distance	
	3472398812	player1_to_slasher_distance			\Default Work Unit\player1_to_slasher_distance	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	200231462	Pasos Player Mujer_11	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_11_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_11		3049
	208202534	Pasos Player Mujer_3	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_3_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_3		3918
	217929582	Radio Wave Emit	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Radio Wave Emit_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\emit_wave\Radio Wave Emit		60726
	221113097	Cadenas Asesino Back_2	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Back_2_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chains_back\Cadenas Asesino Back_2		6119
	237391825	Pasos Asesino_5	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_5_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_5		3103
	245228737	Pasos Asesino_1	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_1		3375
	251371776	Pasos Player Mujer_13	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_13_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_13		2875
	281167809	GGJ 17 Music	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\GGJ 17 Music_0CDD8189.wem		\Interactive Music Hierarchy\Default Work Unit\music_full\GGJ 17 Music\GGJ 17 Music		752219
	294824623	Pasos Player Hombre_2	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_2_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_2		3734
	303309556	Cadenas Asesino Back_4	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Back_4_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chains_back\Cadenas Asesino Back_4		6135
	323666100	Pasos Player Hombre_7	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_7_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_7		4195
	342481030	Pasos Player Hombre_4	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_4_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_4		3360
	349741933	Pasos Player Mujer_4	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_4_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_4		2467
	355663969	Pasos Asesino	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino		3896
	358618114	Pasos Player Hombre_3	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_3_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_3		3524
	367477040	Cadenas Asesino Back	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Back_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chains_back\Cadenas Asesino Back		8238
	391818444	Pasos Player Hombre_1	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_1		3081
	410789929	Pasos Asesino_7	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_7_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_7		3420
	435169856	Pasos Player Mujer_10	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_10_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_10		3509
	445645090	Pasos Player Mujer_14	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_14_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_14		3423
	446725775	Pasos Player Mujer_9	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_9_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_9		3051
	450119771	Pasos Player Mujer_6	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_6_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_6		3515
	475120507	Pasos Asesino_2	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_2_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_2		4252
	476261201	Pasos Player Hombre	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre		4121
	479941954	Cadenas Asesino Lead_1	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Lead_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chain_leads\slasher_chains_soft\Cadenas Asesino Lead_1		3383
	627632745	Pasos Player Hombre_11	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_11_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_11		3773
	647639011	Pasos Player Hombre_9	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_9_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_9		3675
	647886667	Pasos Asesino_4	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_4_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_4		4136
	704947831	Pasos Player Mujer_15	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_15_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_15		2930
	723164075	Pasos Player Mujer_1	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_1		3045
	738397765	Slasher Radio Interference	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Slasher Radio Interference_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player_radio_interfernece\player_radio_interference_sfx\Slasher Radio Interference		138934
	813067788	Cadenas Asesino Lead_2	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Lead_2_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chain_leads\slasher_chains_hard\Cadenas Asesino Lead_2		5431
	837077488	Pasos Player Mujer_2	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_2_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_2		3118
	864916256	Cadenas Asesino Lead_3	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Lead_3_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chain_leads\slasher_chains_soft\Cadenas Asesino Lead_3		3383
	866921894	Pasos Asesino_3	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Asesino_3_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\slasher_step_sfx\slasher_steps\Pasos Asesino_3		3508
	914466906	Cadenas Asesino Lead	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Lead_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chain_leads\slasher_chains_hard\Cadenas Asesino Lead		6112
	915568092	Pasos Player Hombre_8	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Hombre_8_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\bob_steps_sfx\Pasos Player Hombre_8		3575
	990805058	Pasos Player Mujer_8	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_8_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_8		2899
	1013488350	Panting	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Panting_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_pantings\alice_panting_sfx\Panting		134052
	1025407191	Pasos Player Mujer_12	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Pasos Player Mujer_12_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\player1_steps\alice_steps_sfx\Pasos Player Mujer_12		2718
	1062305158	Cadenas Asesino Back_1	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Cadenas Asesino Back_1_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\slasher_chains\slasher_chains\slasher_chains_back\Cadenas Asesino Back_1		5927
	1065461361	Radio Wave Listen	Y:\Documents\GitHub Repositories\ggj2017\Wwise\ggj2017\.cache\Windows\SFX\Radio Wave Listen_50DB02DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\listen_wave\Radio Wave Listen		55194

